"bimac","density","density_freq","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
0,16.2890625,3.45703125,-0.58355849981308,"50p-75p",-2.5,66,0,0,0,163.07194519043
125.963851928711,21.09375,4.3359375,-1.60347366333008,"25p-50p",-2,66,234.303674680463,387.110419037286,539.917163394109,312.5302734375
0,24.43359375,4.62890625,-0.64248925447464,"50p-75p",-1.5,66,0,0,0,551.070861816406
0,26.07421875,3.984375,-0.617090821266174,"50p-75p",-1,66,0,0,0,448.627777099609
0,26.1328125,3.515625,-0.67428058385849,"50p-75p",-0.5,66,0,0,0,315.626098632812
0,36.62109375,6.2109375,-0.681984424591064,"50p-75p",0,66,0,0,0,299.372497558594
0,66.4453125,12.3046875,-0.803448081016541,"50p-75p",0.5,66,0,0,0,116.093887329102
125.573799133301,107.40234375,22.96875,-1.91744935512543,"0p-25p",1,66,1192.99621024802,1971.03721693151,2749.07822361501,341.820556640625
124.494438171387,127.44140625,29.70703125,-2.0952672958374,"0p-25p",1.5,66,1415.58470119446,2338.79211501694,3261.99952883941,484.128875732422
119.121543884277,119.0625,26.6015625,-2.04971933364868,"0p-25p",2,66,1322.51407486306,2185.02325412157,3047.53243338008,762.004150390625
118.567680358887,112.1484375,24.19921875,-1.91497576236725,"0p-25p",2.5,66,1245.71453705113,2058.1370612149,2870.55958537868,943.281372070312
0,99.9609375,21.4453125,-1.00487053394318,"50p-75p",3,66,0,0,0,294.920837402344
0,74.8828125,14.1796875,-0.877999424934387,"50p-75p",3.5,66,0,0,0,20.030553817749
0,68.73046875,11.953125,-0.785294234752655,"50p-75p",4,66,0,0,0,36.2027778625488
0,95.390625,16.875,-0.925973355770111,"50p-75p",4.5,66,0,0,0,48.6733322143555
123.869979858398,133.4765625,22.5,-2.11569714546204,"0p-25p",5,66,1482.6215858947,2449.54870713038,3416.47582836606,25.3747215270996
124.462417602539,171.03515625,26.77734375,-2.11822891235352,"0p-25p",5.5,66,1899.81229553408,3138.82031436066,4377.82833318724,23.9561100006104
0,267.0703125,39.4921875,-1.49765861034393,"25p-50p",6,66,2966.54485887097,4901.24802769986,6835.95119652875,973.5908203125
0,441.85546875,62.40234375,-2.08228039741516,"0p-25p",6.5,66,4908.01114101491,8108.88797211159,11309.7648032083,734.315856933594
0,620.5078125,81.97265625,-2.62535381317139,"0p-25p",7,66,6892.43309685027,11387.4981600135,15882.5632231767,106.135559082031
0,754.86328125,87.01171875,-3.01551175117493,"0p-25p",7.5,66,8384.81733585667,13853.1764679371,19321.5356000175,62.7066688537598
0,726.73828125,75.703125,-2.91192889213562,"0p-25p",8,66,8072.41243628271,13337.0292425541,18601.6460488254,196.394439697266
0,488.02734375,57.12890625,-2.14602994918823,"0p-25p",8.5,66,5420.87585114881,8956.22966711543,12491.583483082,214.394165039062
0,274.453125,47.9296875,-1.60294210910797,"25p-50p",9,66,3048.55114500913,5036.73667436291,7024.92220371669,150.193893432617
0,237.65625,51.62109375,-1.53480184078217,"25p-50p",9.5,66,2639.82140139988,4361.44405448676,6083.06670757363,323.495269775391
0,295.95703125,61.9921875,-1.75908005237579,"0p-25p",10,66,3287.41072447505,5431.37424043703,7575.33775639902,696.989196777344
0,359.4140625,69.78515625,-2.00273060798645,"0p-25p",10.5,66,3992.27427913877,6595.93141770753,9199.5885562763,92.3947219848633
0,379.1015625,70.25390625,-2.03632116317749,"0p-25p",11,66,4210.95770884054,6957.23447547567,9703.5112421108,289.946105957031
0,453.22265625,78.1640625,-2.25107645988464,"0p-25p",11.5,66,5034.27478792605,8317.49747570391,11600.7201634818,2637.32934570312
0,496.171875,84.140625,-2.38877487182617,"0p-25p",12,66,5511.3431033171,9105.6973011326,12700.0514989481,8368.32421875
0,0.234375,0,-0.519749760627747,"75p-100p",-4.5,66.5,0,0,0,27.7197227478027
0,0.76171875,0,-0.479033231735229,"75p-100p",-4,66.5,0,0,0,43.8705596923828
0,1.23046875,0,-0.523877322673798,"75p-100p",-3.5,66.5,0,0,0,69.0363922119141
0,3.22265625,0.234375,-0.529784381389618,"75p-100p",-3,66.5,0,0,0,105.540557861328
0,6.97265625,0.52734375,-0.516700148582458,"75p-100p",-2.5,66.5,0,0,0,154.344161987305
0,10.60546875,0.9375,-0.561259090900421,"50p-75p",-2,66.5,0,0,0,129.036117553711
124.974586486816,14.35546875,2.05078125,-1.55761182308197,"25p-50p",-1.5,66.5,159.45666749087,263.450146289264,367.443625087658,389.845275878906
124.474937438965,16.93359375,2.4609375,-1.48342335224152,"25p-50p",-1,66.5,188.093783285149,310.763641949377,433.433500613604,392.434448242188
0,24.19921875,4.27734375,-0.616273283958435,"50p-75p",-0.5,66.5,0,0,0,471.090850830078
0,40.1953125,8.96484375,-0.712506294250488,"50p-75p",0,66.5,0,0,0,382.783050537109
122.919044494629,58.65234375,12.83203125,-1.79945933818817,"0p-25p",0.5,66.5,651.494384319842,1076.38202626756,1501.26966821529,419.068054199219
124.267364501953,80.44921875,17.2265625,-1.78257894515991,"0p-25p",1,66.5,893.608181489653,1476.39612593943,2059.1840703892,471.8466796875
122.302856445312,98.3203125,22.5,-1.94348502159119,"0p-25p",1.5,66.5,1092.11546142727,1804.36467540157,2516.61388937588,258.992767333984
117.485023498535,105.703125,24.55078125,-1.94274520874023,"0p-25p",2,66.5,1174.12174756543,1939.85332206462,2705.58489656381,454.340270996094
115.42658996582,108.57421875,23.90625,-1.95206761360168,"0p-25p",2.5,66.5,1206.0130810636,1992.54335132247,2779.07362158135,598.883605957031
121.859840393066,91.171875,18.3984375,-1.93090999126434,"0p-25p",3,66.5,1012.71254945222,1673.17725561671,2333.64196178121,712.12109375
120.069053649902,54.19921875,8.7890625,-1.66967988014221,"25p-50p",3.5,66.5,602.030275220633,994.658715581915,1387.2871559432,26.3980541229248
117.729759216309,43.41796875,7.03125,-1.64936220645905,"25p-50p",4,66.5,482.275063717285,796.80227918508,1111.32949465288,67.3041687011719
121.515998840332,97.1484375,17.51953125,-1.94843721389771,"0p-25p",4.5,66.5,1079.09859061169,1782.85854101061,2486.61849140954,299.239715576172
0,177.01171875,29.94140625,-1.24961960315704,"25p-50p",5,66.5,1966.19833669355,3248.50159975456,4530.80486281557,404.645568847656
0,195.99609375,32.9296875,-1.28090524673462,"25p-50p",5.5,66.5,2177.07164390596,3596.90097688812,5016.73030987027,448.4677734375
0,173.49609375,31.11328125,-1.20896983146667,"25p-50p",6,66.5,1927.1477242468,3183.98319658168,4440.81866891655,241.509719848633
0,216.97265625,40.37109375,-1.41160869598389,"25p-50p",6.5,66.5,2410.07363150487,3981.86078248631,5553.64793346774,206.858612060547
0,401.015625,64.6875,-2.02473783493042,"0p-25p",7,66.5,4454.3731930919,7359.39918858663,10264.4251840813,338.131103515625
0,654.140625,85.48828125,-2.79058146476746,"0p-25p",7.5,66.5,7266.01728925746,12004.7242170341,16743.4311448107,185.728607177734
0,726.73828125,83.96484375,-2.89351773262024,"0p-25p",8,66.5,8072.41243628271,13337.0292425541,18601.6460488254,386.521667480469
0,544.6875,70.3125,-2.39464616775513,"0p-25p",8.5,66.5,6050.24155508217,9996.05126491836,13941.8609747546,203.540283203125
0,345.76171875,61.11328125,-1.91997265815735,"0p-25p",9,66.5,3840.62773413725,6345.38495205285,8850.14216996844,37.2374992370605
0,283.30078125,61.0546875,-1.72190868854523,"0p-25p",9.5,66.5,3146.82851966677,5199.10798901466,7251.38745836255,84.6191635131836
0,312.59765625,65.5078125,-1.91434156894684,"0p-25p",10,66.5,3472.2502900563,5736.76134878867,8001.27240752104,164.578887939453
0,388.65234375,71.3671875,-2.06656336784363,"0p-25p",10.5,66.5,4317.04520598752,7132.50947076199,9947.97373553647,121.384719848633
0,483.1640625,84.0234375,-2.53250646591187,"0p-25p",11,66.5,5366.85583726415,8866.97920939294,12367.1025815217,28.7797222137451
0,582.01171875,103.88671875,-2.7638988494873,"0p-25p",11.5,66.5,6464.82889055843,10681.0216452704,14897.2143999825,926.757202148438
0,714.7265625,133.0078125,-3.54377198219299,"0p-25p",12,66.5,7938.98951042301,13116.5913650467,18294.1932196704,3985.005859375
0,627.65625,119.70703125,-3.08602237701416,"0p-25p",12.5,66.5,6971.83600882532,11518.6855797984,16065.5351507714,4155.083984375
0,0,0,-0.510555505752563,"75p-100p",-4.5,67,0,0,0,165.031661987305
0,0,0,-0.550083100795746,"50p-75p",-4,67,0,0,0,225.31916809082
0,0,0,-0.526239395141602,"75p-100p",-3.5,67,0,0,0,335.428619384766
0,2.51953125,0,-0.545218646526337,"75p-100p",-3,67,0,0,0,309.403625488281
0,8.671875,0.234375,-0.505262732505798,"75p-100p",-2.5,67,0,0,0,231.463882446289
125.922332763672,15.76171875,1.7578125,-1.51611888408661,"25p-50p",-2,67,175.076912469568,289.257507558416,403.438102647265,392.279724121094
0,20.09765625,3.515625,-0.590652108192444,"50p-75p",-1.5,67,0,0,0,481.482238769531
0,23.96484375,4.98046875,-0.655622184276581,"50p-75p",-1,67,0,0,0,641.005554199219
0,35.68359375,8.671875,-0.707912683486938,"50p-75p",-0.5,67,0,0,0,809.423889160156
125.418342590332,49.8046875,13.2421875,-1.73252868652344,"0p-25p",0,67,553.217009662203,914.010711615814,1274.80441356942,625.644714355469
123.212013244629,55.25390625,14.35546875,-1.73147034645081,"0p-25p",0.5,67,613.745458954656,1014.01423653378,1414.2830141129,565.691955566406
119.859771728516,60.64453125,15,-1.83858120441437,"0p-25p",1,67,673.62306470633,1112.9424547322,1552.26184475806,237.89111328125
122.166297912598,69.0234375,17.4609375,-1.84992456436157,"0p-25p",1.5,67,766.693691037736,1266.71131562756,1766.72894021739,314.132507324219
116.708274841309,69.0234375,17.05078125,-1.85157454013824,"0p-25p",2,67,766.693691037736,1266.71131562756,1766.72894021739,303.040283203125
119.119354248047,63.1640625,13.53515625,-1.76913487911224,"0p-25p",2.5,67,701.60933695983,1159.18064367276,1616.75195038569,408.347503662109
122.620292663574,49.8046875,8.7890625,-1.61901664733887,"25p-50p",3,67,553.217009662203,914.010711615814,1274.80441356942,136.901107788086
115.581123352051,28.0078125,3.45703125,-1.52340829372406,"25p-50p",3.5,67,311.103212492392,513.996611943952,716.890011395512,6.18361186981201
111.578643798828,22.8515625,3.22265625,-1.45441794395447,"25p-50p",4,67,253.828980903834,419.369620623727,584.910260343618,316.656127929688
118.075614929199,69.43359375,12.48046875,-1.71341919898987,"25p-50p",4.5,67,771.249595823189,1274.2384626644,1777.22732950561,395.027221679688
0,143.0859375,23.90625,-1.03934442996979,"50p-75p",5,67,0,0,0,370.953887939453
0,157.1484375,26.25,-1.15361249446869,"25p-50p",5.5,67,1745.56237636945,2883.97262182778,4022.38286728612,356.540283203125
0,124.51171875,23.203125,-1.04433524608612,"50p-75p",6,67,0,0,0,400.424438476562
0,183.80859375,29.8828125,-1.259765625,"25p-50p",6.5,67,2041.69618742392,3373.23717922213,4704.77817102034,106.019721984863
0,355.48828125,48.515625,-1.79550671577454,"0p-25p",7,67,3948.66776190657,6523.88586749782,9099.10397308906,56.4377784729004
0,478.88671875,63.28125,-2.11756992340088,"0p-25p",7.5,67,5319.34425878728,8788.48181886594,12257.6193789446,5.42527675628662
0,477.48046875,67.91015625,-2.22481894493103,"0p-25p",8,67,5303.72401380858,8762.67445759679,12221.624901385,352.404724121094
0,439.5703125,74.0625,-2.2001051902771,"0p-25p",8.5,67,4882.62824292453,8066.95101004922,11251.2737771739,609.2158203125
0,403.2421875,78.10546875,-2.19477891921997,"0p-25p",9,67,4479.10524764151,7400.26084392945,10321.4164402174,346.631378173828
0,348.984375,70.78125,-1.97494447231293,"0p-25p",9.5,67,3876.4241288801,6404.52682162799,8932.62951437588,422.863037109375
0,351.73828125,63.80859375,-1.99245727062225,"0p-25p",10,67,3907.01377529671,6455.06623744674,9003.11869959677,700.8505859375
0,493.2421875,76.875,-2.37069368362427,"0p-25p",10.5,67,5478.80092627815,9051.93196515521,12625.0630040323,841.003051757812
0,719.1796875,111.796875,-3.32426238059998,"0p-25p",11,67,7988.45361952222,13198.3146757324,18408.1757319425,2777.05078125
0,835.01953125,143.49609375,-3.73659229278564,"0p-25p",11.5,67,9275.17129964242,15324.1960602788,21373.2208209151,6918.36669921875
0,777.83203125,146.66015625,-3.70020723342896,"0p-25p",12,67,8639.94800384206,14274.6967019999,19909.4454001578,1949.06274414062
0,712.1484375,134.82421875,-3.33116793632507,"0p-25p",12.5,67,7910.35239462873,13069.2778693866,18228.2033441445,112.970275878906
0,525.46875,94.5703125,-2.64399361610413,"0p-25p",13,67,5836.76487370663,9643.35066090661,13449.9364481066,494.2841796875
0,0,0,-0.540712893009186,"75p-100p",-4.5,67.5,0,0,0,102.478889465332
0,0,0,-0.554055690765381,"50p-75p",-4,67.5,0,0,0,223.498886108398
0,0.234375,0,-0.559998750686646,"50p-75p",-3.5,67.5,0,0,0,128.165832519531
0,3.28125,0,-0.561759054660797,"50p-75p",-3,67.5,0,0,0,248.762786865234
0,10.48828125,0.52734375,-0.56635445356369,"50p-75p",-2.5,67.5,0,0,0,289.529449462891
125.186813354492,18.92578125,2.75390625,-1.50580060482025,"25p-50p",-2,67.5,210.222463671637,347.324070414009,484.425677156381,418.169158935547
123.739784240723,23.3203125,4.62890625,-1.64491879940033,"25p-50p",-1.5,67.5,259.035729230067,427.972074380111,596.908419530154,411.26220703125
125.37117767334,25.72265625,5.56640625,-1.46096467971802,"25p-50p",-1,67.5,285.720314402009,472.059649881579,658.39898536115,673.360534667969
125.77173614502,32.98828125,8.4375,-1.75670444965363,"0p-25p",-0.5,67.5,366.424913458612,605.397683105533,844.370452752454,761.502197265625
122.974555969238,39.55078125,11.1328125,-1.73669767379761,"0p-25p",0,67.5,439.319390025867,725.832035694911,1012.34468136396,439.500274658203
119.173484802246,42.3046875,11.8359375,-1.72958695888519,"0p-25p",0.5,67.5,469.909036442483,776.371451513668,1082.83386658485,351.641662597656
121.909088134766,50.390625,13.65234375,-1.74099206924438,"0p-25p",1,67.5,559.725445069994,924.763778811294,1289.80211255259,530.811096191406
121.190185546875,54.78515625,15.17578125,-1.70928621292114,"25p-50p",1.5,67.5,608.538710628424,1005.4117827774,1402.28485492637,719.80419921875
123.234573364258,43.7109375,11.1328125,-1.59064531326294,"25p-50p",2,67.5,485.529281421181,802.178812782821,1118.82834414446,674.255004882812
123.086898803711,31.640625,6.328125,-1.59942805767059,"25p-50p",2.5,67.5,351.455512020694,580.665628555929,809.875745091164,488.188903808594
122.11124420166,26.30859375,5.21484375,-1.53213918209076,"25p-50p",3,67.5,292.228749809799,482.812717077059,673.39668434432,161.128616333008
119.70336151123,18.45703125,3.45703125,-1.56365263462067,"25p-50p",3.5,67.5,205.015715345405,338.721616657625,472.427517969846,3.38166689872742
117.424591064453,13.125,1.9921875,-1.44002890586853,"25p-50p",4,67.5,145.78895313451,240.868705178756,335.948457223001,5.29722309112549
122.967292785645,26.6015625,4.921875,-1.65952599048615,"25p-50p",4.5,67.5,295.482967513694,488.1892506748,680.895533835905,9.42083263397217
0,53.61328125,9.0234375,-0.756353616714478,"50p-75p",5,67.5,0,0,0,71.8891677856445
125.284805297852,61.58203125,10.3125,-1.74902629852295,"0p-25p",5.5,67.5,684.036561358795,1130.14736224497,1576.25816313114,196.108612060547
125.41552734375,57.94921875,10.6640625,-1.72144031524658,"0p-25p",6,67.5,643.684261830493,1063.47834563299,1483.27242943548,65.2444458007812
0,118.06640625,15.234375,-0.934176325798035,"50p-75p",6.5,67.5,0,0,0,39.7166633605957
0,226.2890625,23.7890625,-1.22534680366516,"25p-50p",7,67.5,2513.55775448874,4152.83455089444,5792.11134730014,9.46527767181396
0,248.90625,29.47265625,-1.32299411296844,"25p-50p",7.5,67.5,2764.78336122946,4567.90294463997,6371.02252805049,6.90749979019165
0,217.08984375,35.390625,-1.32527351379395,"25p-50p",8,67.5,2411.37531858643,3984.0113959254,5556.64747326438,5.01388883590698
0,275.09765625,51.9140625,-1.62556076049805,"25p-50p",8.5,67.5,3055.7104239577,5048.56504827794,7041.41967259818,0
0,358.06640625,68.84765625,-2.02860808372498,"0p-25p",9,67.5,3977.30487770085,6571.19936315793,9165.09384861501,231.30387878418
0,355.546875,66.4453125,-1.99695026874542,"0p-25p",9.5,67.5,3949.31860544735,6524.96117421736,9100.60374298738,975.172241210938
0,382.96875,63.22265625,-1.99115693569183,"0p-25p",10,67.5,4253.91338253195,7028.20471896584,9802.49605539972,908.586975097656
0,580.1953125,88.0078125,-2.78095269203186,"0p-25p",10.5,67.5,6444.65274079428,10647.6871369645,14850.7215331346,1289.31140136719
0,858.046875,136.69921875,-3.91382932662964,"0p-25p",11,67.5,9530.95281116859,15746.7916010612,21962.6303909537,478.648895263672
0,983.0859375,172.6171875,-4.40214347839355,"0p-25p",11.5,67.5,10919.8529271911,18041.4961405766,25163.1393539621,3514.7392578125
0,844.74609375,158.7890625,-3.89321112632751,"0p-25p",12,67.5,9383.21132741175,15502.6969757238,21622.1826240358,7034.55224609375
0,664.04296875,121.58203125,-3.14019370079041,"0p-25p",12.5,67.5,7376.00984764912,12186.4510526377,16996.8922576262,7206.548828125
0,612.24609375,106.5234375,-2.81616878509521,"0p-25p",13,67.5,6800.66415760043,11235.8799125572,15671.095667514,7101.265625
0,622.734375,110.68359375,-2.93270206451416,"0p-25p",13.5,67.5,6917.16515139988,11428.3598153563,15939.5544793128,1329.55090332031
0,580.13671875,107.16796875,-2.72823929786682,"0p-25p",14,67.5,6444.0018972535,10646.6118302449,14849.2217632363,1860.19946289062
0,0,0,-0.516276299953461,"75p-100p",-4.5,68,0,0,0,3.90333294868469
0,0,0,-0.527813315391541,"75p-100p",-4,68,0,0,0,36.9249992370605
0,0.76171875,0,-0.526040732860565,"75p-100p",-3.5,68,0,0,0,142.348052978516
0,3.45703125,0,-0.570232272148132,"50p-75p",-3,68,0,0,0,85.2877807617188
0,7.734375,0.234375,-0.520018994808197,"75p-100p",-2.5,68,0,0,0,69.4033355712891
0,11.1328125,1.23046875,-0.597811102867126,"50p-75p",-2,68,0,0,0,304.266662597656
0,12.24609375,2.05078125,-0.59355616569519,"50p-75p",-1.5,68,0,0,0,588.994995117188
0,12.94921875,1.93359375,-0.562868475914001,"50p-75p",-1,68,0,0,0,410.63720703125
0,15.234375,3.28125,-0.580936670303345,"50p-75p",-0.5,68,0,0,0,371.611114501953
120.855422973633,17.8125,4.74609375,-1.4934948682785,"25p-50p",0,68,197.856436396835,326.893242742597,455.930049088359,342.98193359375
121.363128662109,25.3125,6.2109375,-1.68487977981567,"25p-50p",0.5,68,281.164409616555,464.532502844743,647.900596072931,272.471954345703
120.286994934082,35.859375,8.90625,-1.6130598783493,"25p-50p",1,68,398.316246956786,658.087712363386,917.859177769986,499.060546875
124.251907348633,34.74609375,8.73046875,-1.51690554618835,"25p-50p",1.5,68,385.950219681984,637.656884691974,889.363549701964,400.428619384766
123.986335754395,23.14453125,4.5703125,-1.64701151847839,"25p-50p",2,68,257.08319860773,424.746154221467,592.409109835203,517.360290527344
0,18.984375,3.69140625,-0.57429963350296,"50p-75p",2.5,68,0,0,0,255.670837402344
125.467475891113,22.67578125,6.6796875,-1.56813299655914,"25p-50p",3,68,251.876450281497,416.143700465082,580.410950648668,42.3199996948242
0,18.1640625,5.2734375,-0.63925689458847,"50p-75p",3.5,68,0,0,0,0
0,8.4375,1.46484375,-0.542102932929993,"75p-100p",4,68,0,0,0,1.92277801036835
0,5.0390625,0.76171875,-0.54110324382782,"75p-100p",4.5,68,0,0,0,0.820277988910675
0,7.91015625,1.23046875,-0.574830770492554,"50p-75p",5,68,0,0,0,5.01638889312744
122.700889587402,12.94921875,1.9921875,-1.48309075832367,"25p-50p",5.5,68,143.836422512173,237.642785020112,331.44914752805,3.49694395065308
117.250457763672,21.62109375,3.75,-1.45472717285156,"25p-50p",6,68,240.161266547474,396.788179513218,553.415092478962,13.951943397522
120.563781738281,49.921875,7.20703125,-1.61532664299011,"25p-50p",6.5,68,554.518696743761,916.16132505491,1277.80395336606,20.934720993042
123.655784606934,90.52734375,11.015625,-1.74389219284058,"0p-25p",7,68,1005.55327050365,1661.34888170169,2317.14449289972,20.4583320617676
122.008186340332,93.57421875,13.41796875,-1.84615182876587,"0p-25p",7.5,68,1039.39713462416,1717.26483111818,2395.1325276122,16.0958347320557
119.217597961426,79.62890625,15,-1.9575788974762,"0p-25p",8,68,884.496371918746,1461.34183186575,2038.18729181276,9.04777812957764
120.037124633789,122.05078125,22.08984375,-2.07297682762146,"0p-25p",8.5,68,1355.70709544279,2239.86389681852,3124.02069819425,9.12277793884277
0,203.7890625,35.5078125,-1.32499849796295,"25p-50p",9,68,2263.63383482958,3739.916770588,5216.19970634642,12.0802774429321
0,265.01953125,45.41015625,-1.55028629302979,"25p-50p",9.5,68,2943.7653349437,4863.61229251568,6783.45925008766,12.5455551147461
0,360.41015625,61.58203125,-1.96080815792084,"0p-25p",10,68,4003.33861933201,6614.21163193985,9225.08464454769,472.748321533203
0,570.41015625,102.65625,-2.8928849697113,"0p-25p",10.5,68,6335.96186948417,10468.1109147999,14600.2599601157,1899.87585449219
0,815.859375,152.6953125,-3.88033723831177,"0p-25p",11,68,9062.34546180767,14972.5707629866,20882.7960641655,2806.43090820312
0,941.8359375,183.22265625,-4.47071599960327,"0p-25p",11.5,68,10461.6590744827,17284.4802100148,24107.301345547,2070.51049804688
0,899.35546875,177.59765625,-4.25727701187134,"0p-25p",12,68,9989.79750741783,16504.8828383425,23019.9681692672,1482.11254882812
0,769.86328125,146.89453125,-3.67595839500427,"0p-25p",12.5,68,8551.4332822961,14128.4549881414,19705.4766939867,9043.4873046875
0,632.9296875,116.30859375,-3.01814937591553,"0p-25p",13,68,7030.41192749544,11615.4631845577,16200.5144416199,15097.408203125
0,566.25,102.5390625,-2.7482533454895,"0p-25p",13.5,68,6289.75197808886,10391.764137712,14493.7762973352,35453.6796875
0,635.56640625,121.46484375,-3.24611616134644,"0p-25p",14,68,7059.69988683049,11663.8519869373,16268.0040870442,26875.6875
0,538.59375,113.14453125,-2.90412306785583,"0p-25p",14.5,68,5982.55382684114,9884.21936608537,13785.8849053296,20409.125
0,0,0,-0.507373929023743,"75p-100p",-4.5,68.5,0,0,0,0
0,0,0,-0.518504321575165,"75p-100p",-4,68.5,0,0,0,0.592221975326538
0,0.76171875,0,-0.513759016990662,"75p-100p",-3.5,68.5,0,0,0,0
0,2.4609375,0,-0.526463150978088,"75p-100p",-3,68.5,0,0,0,0
0,3.45703125,0,-0.553922235965729,"50p-75p",-2.5,68.5,0,0,0,0
0,3.046875,0,-0.54865825176239,"75p-100p",-2,68.5,0,0,0,24.2947235107422
0,3.515625,0,-0.524913847446442,"75p-100p",-1.5,68.5,0,0,0,162.306106567383
0,5.91796875,0,-0.514171183109283,"75p-100p",-1,68.5,0,0,0,340.613616943359
121.569061279297,6.2109375,0.234375,-1.49867618083954,"25p-50p",-0.5,68.5,68.9894153225806,113.98251227209,158.975609221599,356.026672363281
123.993492126465,5.9765625,0.76171875,-1.50487971305847,"25p-50p",0,68.5,66.3860411594644,109.681285393898,152.976529628331,248.152221679688
122.08080291748,12.48046875,1.9921875,-1.3967365026474,"25p-50p",0.5,68.5,138.62967418594,229.040331263728,319.450988341515,240.162490844727
118.368774414062,19.21875,3.75,-1.52213871479034,"25p-50p",1,68.5,213.476681375533,352.700604011749,491.924526647966,219.556106567383
117.499435424805,16.171875,3.22265625,-1.43694198131561,"25p-50p",1.5,68.5,179.632817255021,296.784654595253,413.936491935484,268.400817871094
121.549674987793,9.66796875,0.99609375,-1.46507501602173,"25p-50p",2,68.5,107.389184228545,177.425608725423,247.4620332223,116.395553588867
124.347702026367,11.484375,2.75390625,-1.56803643703461,"25p-50p",2.5,68.5,127.565333992696,210.760117031411,293.954900070126,210.45361328125
0,18.69140625,7.20703125,-0.620716154575348,"50p-75p",3,68.5,0,0,0,161.509994506836
0,16.875,6.2109375,-0.602055907249451,"50p-75p",3.5,68.5,0,0,0,41.2944450378418
0,6.73828125,1.7578125,-0.568947732448578,"50p-75p",4,68.5,0,0,0,6.76360988616943
0,1.7578125,0,-0.551059007644653,"50p-75p",4.5,68.5,0,0,0,0
0,5.2734375,0.76171875,-0.601559698581696,"50p-75p",5,68.5,0,0,0,0
124.183982849121,11.19140625,2.2265625,-1.49895942211151,"25p-50p",5.5,68.5,124.311116288801,205.383583433671,286.456050578541,3.02777695655823
117.808174133301,15.41015625,2.98828125,-1.54252338409424,"25p-50p",6,68.5,171.171851224893,282.805667241128,394.439483257363,3.96249985694885
116.787666320801,22.96875,5.0390625,-1.50360858440399,"25p-50p",6.5,68.5,255.130667985393,421.520234062823,587.909800140252,6.91694402694702
123.042221069336,34.74609375,8.0859375,-1.6327531337738,"25p-50p",7,68.5,385.950219681984,637.656884691974,889.363549701964,17.7269439697266
124.645919799805,38.0859375,8.7890625,-1.71797680854797,"25p-50p",7.5,68.5,423.048301506391,698.949367706211,974.850433906031,0
118.59977722168,34.74609375,7.5,-1.63494336605072,"25p-50p",8,68.5,385.950219681984,637.656884691974,889.363549701964,5.16249990463257
116.500717163086,44.12109375,8.61328125,-1.66930198669434,"25p-50p",8.5,68.5,490.085186206634,809.705959819657,1129.32673343268,2.82999992370605
118.230606079102,78.28125,12.71484375,-1.73859620094299,"0p-25p",9,68.5,869.526970480828,1436.60977731615,2003.69258415147,0
123.48462677002,135.8203125,19.86328125,-2.00008010864258,"0p-25p",9.5,68.5,1508.65532752587,2492.5609759123,3476.46662429874,14.3944444656372
0,235.25390625,41.19140625,-1.48994302749634,"25p-50p",10,68.5,2613.13681622794,4317.35647898529,6021.57614174264,20.1786117553711
0,405.46875,81.73828125,-2.2192485332489,"0p-25p",10.5,68.5,4503.83730219111,7441.12249927228,10378.4076963534,10.6577768325806
0,600.05859375,122.98828125,-3.29951119422913,"0p-25p",11,68.5,6665.28870111838,11012.2161148912,15359.1435286641,432.177795410156
0,748.7109375,154.6875,-3.75029873847961,"0p-25p",11.5,68.5,8316.47876407486,13740.2692623846,19164.0597606943,1101.72607421875
0,827.40234375,174.66796875,-4.17418956756592,"0p-25p",12,68.5,9190.56163934114,15184.4061867375,21178.2507341339,3868.27075195312
0,808.41796875,169.04296875,-4.04059314727783,"0p-25p",12.5,68.5,8979.68833212873,14836.006809604,20692.3252870792,3785.7607421875
0,614.47265625,126.26953125,-3.07219743728638,"0p-25p",13,68.5,6825.39621215003,11276.7415679001,15728.0869236501,2522.26196289062
0,431.015625,100.546875,-2.41444182395935,"0p-25p",14.5,68.5,4787.60508597078,7909.95622899521,11032.3073720196,6874.93017578125
0,274.86328125,69.4921875,-1.87390685081482,"0p-25p",15,68.5,3053.10704979458,5044.26382139975,7035.42059300491,3551.79907226562
0,68.02734375,18.45703125,-0.842322289943695,"50p-75p",15.5,68.5,0,0,0,0
0,0,0,-0.531384766101837,"75p-100p",-4.5,69,0,0,0,0
0,0,0,-0.5193230509758,"75p-100p",-4,69,0,0,0,0.127777993679047
0,0.234375,0,-0.531596779823303,"75p-100p",-3.5,69,0,0,0,0
0,0.76171875,0,-0.532374143600464,"75p-100p",-3,69,0,0,0,1.22888898849487
0,0.76171875,0,-0.537625372409821,"75p-100p",-2.5,69,0,0,0,1.09694397449493
0,0.234375,0,-0.554244518280029,"50p-75p",-2,69,0,0,0,0.969721972942352
0,1.5234375,0,-0.544989109039307,"75p-100p",-1.5,69,0,0,0,2.13361096382141
0,4.453125,0,-0.509445428848267,"75p-100p",-1,69,0,0,0,0.866388976573944
0,4.453125,0,-0.570589005947113,"50p-75p",-0.5,69,0,0,0,27.3822212219238
0,3.28125,0,-0.530563235282898,"75p-100p",0,69,0,0,0,360.313629150391
