"bimac","density","density_freq","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
116.983116149902,80.7421875,9.90234375,-1.6876699924469,"25p-50p",4,57,896.862399193548,1481.77265953717,2066.68291988079,1195.14978027344
121.771896362305,88.41796875,14.12109375,-1.88179993629456,"0p-25p",4.5,57,982.122903035606,1622.63783979796,2263.15277656031,1424.63391113281
120.555137634277,96.4453125,17.16796875,-1.88420009613037,"0p-25p",5,57,1071.28846812234,1769.95486037604,2468.62125262973,4584.30322265625
121.585731506348,93.10546875,15.8203125,-1.79648733139038,"0p-25p",5.5,57,1034.19038629793,1708.6623773618,2383.13436842567,8099.59228515625
122.770797729492,84.140625,14.0625,-1.81814002990723,"0p-25p",6,57,934.611324558734,1544.14044927095,2153.66957398317,2780.74145507812
119.392471313477,73.06640625,12.5390625,-1.73635709285736,"0p-25p",6.5,57,811.601895351491,1340.90747927638,1870.21306320126,4265.78369140625
117.467819213867,85.8984375,15.05859375,-1.82785367965698,"0p-25p",7,57,954.136630782106,1576.39965085739,2198.66267093268,7911.19677734375
122.766090393066,109.86328125,17.34375,-1.95700907707214,"0p-25p",7.5,57,1220.33163896074,2016.20009915253,2812.06855934432,17271.44921875
0,91.5234375,11.66015625,-0.864917635917664,"50p-75p",8,57,0,0,0,20019.60546875
0,41.25,5.44921875,-0.66495555639267,"50p-75p",10.5,57,0,0,0,1783.14501953125
122.379539489746,62.63671875,9.2578125,-1.6727991104126,"25p-50p",11,57,695.751745092818,1149.50288319683,1603.25402130084,6024.4462890625
119.851692199707,51.9140625,8.3203125,-1.59855043888092,"25p-50p",11.5,57,576.64737713025,952.721753519543,1328.79612990884,21215.51953125
113.562088012695,21.62109375,3.1640625,-1.46938729286194,"25p-50p",12,57,240.161266547474,396.788179513218,553.415092478962,9458.6337890625
0,361.40625,71.66015625,-2.02608585357666,"0p-25p",-2,57.5,4014.40295952526,6632.49184617217,9250.58073281907,15754.9541015625
0,400.72265625,77.28515625,-2.10625386238098,"0p-25p",-1.5,57.5,4451.11897538801,7354.02265498889,10256.9263345898,3731.76635742188
0,290.56640625,49.921875,-1.65726149082184,"25p-50p",-1,57.5,3227.53311872337,5332.44602223862,7437.35892575386,8334.86328125
0,203.61328125,32.2265625,-1.28820371627808,"25p-50p",-0.5,57.5,2261.68130420724,3736.69085042936,5211.70039665147,9283.396484375
0,216.73828125,33.1640625,-1.3188384771347,"25p-50p",0,57.5,2407.47025734175,3977.55955560811,5547.64885387447,12754.5029296875
0,322.96875,45.234375,-1.73312640190125,"0p-25p",0.5,57.5,3587.44959677419,5927.09063814867,8266.73167952314,9764.4033203125
0,392.2265625,59.12109375,-1.9962967634201,"0p-25p",1,57.5,4356.74666197505,7198.10318065442,10039.4596993338,1607.6416015625
0,344.00390625,64.51171875,-1.90216970443726,"0p-25p",1.5,57.5,3821.10242791388,6313.12575046641,8805.14907301893,149.473327636719
0,234.55078125,51.09375,-1.58526039123535,"25p-50p",2,57.5,2605.32669373859,4304.45279835071,6003.57890296283,96.9574966430664
0,135,25.3125,-1.07292318344116,"25p-50p",2.5,57.5,1499.54351795496,2477.50668183863,3455.4698457223,678.36279296875
0,95.5078125,10.13671875,-0.816123962402344,"50p-75p",3,57.5,0,0,0,2169.2578125
121.626266479492,100.4296875,9.4921875,-1.78699588775635,"0p-25p",3.5,57.5,1115.54582889531,1843.0757173053,2570.60560571529,2062.59399414062
119.99552154541,123.22265625,14.296875,-1.84804058074951,"0p-25p",4,57.5,1368.72396625837,2261.37003120948,3154.01609616059,2195.14038085938
122.834815979004,162.94921875,22.265625,-2.04621291160583,"0p-25p",4.5,57.5,1809.99588690657,2990.42798706303,4170.86008721949,1126.87280273438
121.420112609863,180.29296875,26.42578125,-2.12291789054871,"0p-25p",5,57.5,2002.64557497718,3308.71877604925,4614.79197712132,3226.23364257812
123.051246643066,165.9375,25.78125,-2.1276228427887,"0p-25p",5.5,57.5,1843.18890748631,3045.26862975998,4247.34835203366,7353.43798828125
123.198432922363,134.296875,22.5,-2.01864743232727,"0p-25p",6,57.5,1491.73339546561,2464.60300120405,3437.4726069425,8067.220703125
120.941543579102,88.30078125,14.53125,-1.82292544841766,"0p-25p",6.5,57.5,980.821215954047,1620.48722635886,2260.15323676367,4989.18310546875
119.287582397461,64.6875,9.19921875,-1.78404140472412,"0p-25p",7,57.5,718.531269020085,1187.13861838101,1655.74596774194,7716.09033203125
124.898475646973,86.77734375,11.19140625,-1.81469070911407,"0p-25p",7.5,57.5,963.899283893792,1592.52925165061,2221.15921940743,11251.25
0,107.98828125,10.25390625,-0.863663852214813,"50p-75p",8,57.5,0,0,0,17706.736328125
0,97.1484375,6.4453125,-0.829321265220642,"50p-75p",8.5,57.5,0,0,0,25339.865234375
0,71.015625,6.09375,-0.741120219230652,"50p-75p",9,57.5,0,0,0,36144.03125
123.393661499023,101.54296875,14.1796875,-1.94332671165466,"0p-25p",10.5,57.5,1127.91185617012,1863.50654497671,2599.10123378331,25426.61328125
123.437644958496,127.1484375,19.51171875,-2.00050449371338,"0p-25p",11,57.5,1412.33048349057,2333.4155814192,3254.50067934783,30514.26953125
117.562660217285,79.5703125,13.125,-1.82915079593658,"0p-25p",11.5,57.5,883.845528377967,1460.26652514621,2036.68752191445,11142.11328125
118.774398803711,14.1796875,1.93359375,-1.50669527053833,"25p-50p",-4,58,157.504136868533,260.22422613062,362.944315392707,61.0402793884277
117.812812805176,59.12109375,8.02734375,-1.69994676113129,"25p-50p",-3.5,58,656.701132646074,1084.98448002395,1513.26782740182,3415.42602539062
115.970672607422,121.875,15.52734375,-1.91221737861633,"0p-25p",-3,58,1353.75456482045,2236.63797665987,3119.5213884993,4917.2080078125
0,229.8046875,35.0390625,-1.3229318857193,"25p-50p",-2.5,58,2552.60836693548,4217.35295406732,5882.09754119916,3438.541015625
0,383.7890625,66.73828125,-1.99447119235992,"0p-25p",-2,58,4263.02519210286,7043.25901303951,9823.49283397616,8416.9638671875
0,429.43359375,76.81640625,-2.16753196716309,"0p-25p",-1.5,58,4770.03231036975,7880.92294756741,10991.8135847651,5851.32275390625
0,360.8203125,63.57421875,-1.95068049430847,"0p-25p",-1,58,4007.89452411747,6621.73877897669,9235.5830338359,7006.04638671875
0,298.76953125,53.7890625,-1.75678551197052,"0p-25p",-0.5,58,3318.65121443244,5482.98896297534,7647.32671151823,18440.314453125
0,307.265625,53.49609375,-1.71319198608398,"25p-50p",0,58,3413.0235278454,5638.9084373098,7864.79334677419,17631.72265625
0,424.51171875,65.21484375,-2.04527473449707,"0p-25p",0.5,58,4715.36145294431,7790.59718312538,10865.8329133065,15104.3720703125
0,537.0703125,81.26953125,-2.47502613067627,"0p-25p",1,58,5965.63189478089,9856.26139137712,13746.8908879734,16263.7841796875
0,473.61328125,79.62890625,-2.37565469741821,"0p-25p",1.5,58,5260.76834011716,8691.70421410662,12122.6400880961,1619.96142578125
0,302.28515625,58.125,-1.7553573846817,"0p-25p",2,58,3357.70182687918,5547.50736614822,7737.31290541725,1370.81970214844
0,192.65625,34.1015625,-1.31679928302765,"25p-50p",2.5,58,2139.97356208156,3535.60849387388,4931.2434256662,2170.365234375
0,171.26953125,23.203125,-1.17208421230316,"25p-50p",3,58,1902.4156696972,3143.12154123885,4383.8274127805,2578.646484375
0,191.77734375,27.1875,-1.23443245887756,"25p-50p",3.5,58,2130.21090896987,3519.47889308066,4908.74687719144,1708.40588378906
0,234.31640625,35.625,-1.41657137870789,"25p-50p",4,58,2602.72331957547,4300.15157147252,5997.57982336957,3463.72216796875
0,289.98046875,43.41796875,-1.5518524646759,"25p-50p",4.5,58,3221.02468331558,5321.69295504314,7422.36122677069,3719.62158203125
0,331.69921875,49.5703125,-1.7023833990097,"25p-50p",5,58,3684.42528435027,6087.31133936132,8490.19739437237,5485.9189453125
0,309.609375,47.98828125,-1.62990152835846,"25p-50p",5.5,58,3439.05726947657,5681.92070609172,7924.78414270687,3567.763671875
0,213.75,35.0390625,-1.31487345695496,"25p-50p",6,58,2374.27723676202,3922.71891291116,5471.16058906031,2483.6689453125
122.442573547363,104.23828125,17.05078125,-2.07683110237122,"0p-25p",6.5,58,1157.85065904595,1912.97065407592,2668.09064910589,12751.2744140625
121.552635192871,51.85546875,7.79296875,-1.63176250457764,"25p-50p",7,58,575.99653358947,951.646446799995,1327.29636001052,9746.287109375
0,55.4296875,7.44140625,-0.747176051139832,"50p-75p",7.5,58,0,0,0,1768.9775390625
0,73.59375,5.9765625,-0.773613095283508,"50p-75p",8,58,0,0,0,2888.9951171875
0,83.14453125,4.5703125,-0.782787442207336,"50p-75p",8.5,58,0,0,0,7422.26318359375
0,80.21484375,7.5,-0.743452847003937,"50p-75p",9,58,0,0,0,2215.41918945312
0,64.74609375,9.31640625,-0.753198981285095,"50p-75p",9.5,58,0,0,0,14677.2353515625
120.14769744873,72.0703125,11.015625,-1.78722357749939,"0p-25p",10,58,800.537555158247,1322.62726504406,1844.71697492987,25026.259765625
119.30492401123,118.828125,18.45703125,-2.01818418502808,"0p-25p",10.5,58,1319.91070069994,2180.72202724338,3041.53335378682,21137.0546875
115.554161071777,124.8046875,20.68359375,-1.95538878440857,"0p-25p",11,58,1386.2967418594,2290.40331263728,3194.50988341515,13504.513671875
115.934532165527,114.609375,19.86328125,-1.92870318889618,"0p-25p",-3.5,58.5,1273.04996576385,2103.29994343592,2933.54992110799,2761.39819335938
119.826118469238,200.625,31.46484375,-2.24588871002197,"0p-25p",-3,58.5,2228.48828362751,3681.85020773241,5135.21213183731,719.881652832031
0,252.12890625,39.609375,-1.47401607036591,"25p-50p",-2.5,58.5,2800.57975597231,4627.04481421512,6453.50987245792,1427.8447265625
0,291.328125,47.2265625,-1.63355576992035,"25p-50p",-2,58.5,3235.9940847535,5346.42500959274,7456.85593443198,6259.49462890625
0,308.7890625,51.97265625,-1.69480848312378,"25p-50p",-1.5,58.5,3429.94545990566,5666.86641201805,7903.78736413043,14706.544921875
0,294.9609375,52.20703125,-1.64990043640137,"25p-50p",-1,58.5,3276.3463842818,5413.09402620472,7549.84166812763,11196.220703125
0,284.1796875,51.38671875,-1.68855404853821,"25p-50p",-0.5,58.5,3156.59117277845,5215.23758980788,7273.88400683731,7882.78955078125
0,283.59375,50.80078125,-1.6832709312439,"25p-50p",0,58.5,3150.08273737066,5204.4845226124,7258.88630785414,2313.33349609375
0,362.8125,61.9921875,-1.99987971782684,"0p-25p",0.5,58.5,4030.02320450396,6658.29920744132,9286.57521037868,6260.2158203125
0,513.984375,86.484375,-2.54557967185974,"0p-25p",1,58.5,5709.19953971394,9432.5905438752,13155.9815480365,6607.4970703125
0,580.78125,100.6640625,-2.7336573600769,"0p-25p",1.5,58.5,6451.16117620207,10658.4402041599,14865.7192321178,2030.6875
0,562.8515625,94.921875,-2.74770164489746,"0p-25p",2,58.5,6252.00305272368,10329.3963479782,14406.7896432328,1347.0888671875
0,506.19140625,76.875,-2.38833594322205,"0p-25p",2.5,58.5,5622.63734879032,9289.57475017532,12956.5121515603,2146.19018554688
0,411.50390625,62.75390625,-2.01356911659241,"0p-25p",3,58.5,4570.87418689136,7551.87909138572,10532.8839958801,2443.8544921875
0,365.21484375,64.51171875,-1.90392804145813,"0p-25p",3.5,58.5,4056.7077896759,6702.38678294279,9348.06577620968,5488.44384765625
0,383.7890625,71.484375,-2.04920506477356,"0p-25p",4,58.5,4263.02519210286,7043.25901303951,9823.49283397616,349.48583984375
0,432.65625,74.70703125,-2.21878099441528,"0p-25p",4.5,58.5,4805.8287051126,7940.06481714255,11074.3009291725,22.3041687011719
0,460.37109375,75.1171875,-2.27217435836792,"0p-25p",5,58.5,5113.6776999011,8448.68489548877,11783.6920910764,2823.17211914062
0,357.7734375,57.890625,-1.86919391155243,"0p-25p",5.5,58.5,3974.05065999696,6565.82282956019,9157.59499912342,5301.36572265625
0,194.58984375,31.9921875,-1.26280236244202,"25p-50p",6,58.5,2161.45139892727,3571.09361561896,4980.73583231066,423.916137695312
119.203788757324,29.47265625,1.171875,-1.56237971782684,"25p-50p",8.5,58.5,327.374301011869,540.879279932652,754.384258853436,47.7416687011719
0,39.78515625,3.515625,-0.623710870742798,"50p-75p",9,58.5,0,0,0,2047.71118164062
0,51.73828125,6.26953125,-0.678810656070709,"50p-75p",9.5,58.5,0,0,0,5016.291015625
125.010154724121,63.6328125,9.140625,-1.84952712059021,"0p-25p",10,58.5,706.816085286062,1167.78309742915,1628.75010957223,11248.6904296875
117.280792236328,81.796875,14.296875,-1.73202431201935,"0p-25p",10.5,58.5,908.577582927571,1501.12818048903,2093.67877805049,31276.751953125
118.592582702637,66.62109375,12.65625,-1.76369941234589,"0p-25p",11,58.5,740.009105865794,1222.62374012609,1705.2383743864,11690.517578125
0,13.4765625,3.33984375,-0.545993804931641,"75p-100p",-4.5,59,0,0,0,343.98388671875
119.560035705566,57.71484375,12.83203125,-1.71559083461761,"25p-50p",-4,59,641.080887667377,1059.1771187548,1477.27334984222,2015.97412109375
116.514022827148,132.48046875,24.90234375,-1.91871547698975,"0p-25p",-3.5,59,1471.55724570146,2431.26849289807,3390.97974009467,1417.73107910156
119.902183532715,202.44140625,35.68359375,-2.22000026702881,"0p-25p",-3,59,2248.66443339166,3715.1847160384,5181.70499868513,3050.86840820312
0,214.04296875,38.5546875,-1.35351049900055,"25p-50p",-2.5,59,2377.53145446592,3928.09544650891,5478.65943855189,315.369995117188
0,189.609375,34.8046875,-1.28854405879974,"25p-50p",-2,59,2106.12969796105,3479.69254445738,4853.25539095372,10664.4775390625
0,186.15234375,34.921875,-1.29331004619598,"25p-50p",-1.5,59,2067.72992905508,3416.24944800405,4764.76896695302,2724.41918945312
0,196.875,36.796875,-1.31528878211975,"25p-50p",-1,59,2186.83429701765,3613.03057768134,5039.22685834502,4096.22314453125
0,211.69921875,35.91796875,-1.40732741355896,"25p-50p",-0.5,59,2351.49771283475,3885.08317772698,5418.66864261921,4256.91845703125
123.788452148438,219.2578125,36.2109375,-2.35261106491089,"0p-25p",0,59,2435.45652959525,4023.79774454868,5612.1389595021,1994.998046875
0,263.0859375,48.10546875,-1.58394551277161,"25p-50p",0.5,59,2922.28749809799,4828.12717077059,6733.9668434432,2271.95874023438
0,417.59765625,78.6328125,-2.26295447349548,"0p-25p",1,59,4638.56191513238,7663.71099021871,10688.860065305,1245.96081542969
0,667.32421875,115.078125,-3.12326383590698,"0p-25p",1.5,59,7412.45708593275,12246.6682289324,17080.879371932,1000.89556884766
0,918.046875,134.765625,-3.8806324005127,"0p-25p",2,59,10197.4165969264,16847.9056818783,23498.3947668303,2606.02124023438
0,922.03125,122.2265625,-3.75896334648132,"0p-25p",2.5,59,10241.6739576993,16921.0265388076,23600.3791199158,1960.22863769531
0,653.61328125,95.21484375,-2.76492500305176,"0p-25p",3,59,7260.15969739044,11995.0464565581,16729.9332157258,5643.56689453125
0,473.96484375,88.359375,-2.52708506584167,"0p-25p",3.5,59,5264.67340136184,8698.15605442391,12131.638707486,3533.50659179688
0,474.7265625,93.69140625,-2.49382781982422,"0p-25p",4,59,5273.13436739197,8712.13504177803,12151.1357161641,494.837493896484
0,493.76953125,90.234375,-2.54514002799988,"0p-25p",4.5,59,5484.65851814516,9061.60972563114,12638.5609331171,2339.65795898438
0,443.96484375,78.046875,-2.27513861656189,"0p-25p",5,59,4931.44150848296,8147.59901401532,11363.7565195477,16415.73046875
0,29.6484375,2.2265625,-0.584230542182922,"50p-75p",9.5,59,0,0,0,377.154449462891
124.421684265137,51.97265625,6.50390625,-1.71041774749756,"25p-50p",10,59,577.298220671029,953.797060239091,1330.29589980715,1266.46447753906
120.564254760742,59.0625,10.078125,-1.62816226482391,"25p-50p",10.5,59,656.050289105295,1083.9091733044,1511.76805750351,14493.701171875
0,26.54296875,4.39453125,-0.6457799077034,"50p-75p",-4.5,59.5,0,0,0,250.52278137207
0,95.15625,15.9375,-0.884083926677704,"50p-75p",-4,59.5,0,0,0,3249.80395507812
120.623908996582,150,25.78125,-1.98099052906036,"0p-25p",-3.5,59.5,1666.1594643944,2752.78520204292,3839.41093969144,1331.22448730469
122.369842529297,174.2578125,31.640625,-2.18470907211304,"0p-25p",-3,59.5,1935.60869027693,3197.9621839358,4460.31567759467,354.694732666016
125.898330688477,182.40234375,35.09765625,-2.20489048957825,"0p-25p",-2.5,59.5,2026.07594244522,3347.42981795298,4668.78369346073,926.125
0,189.08203125,38.61328125,-1.32224893569946,"25p-50p",-2,59.5,2100.27210609404,3470.01478398145,4839.75746186886,10471.8271484375
0,230.15625,48.33984375,-1.49557304382324,"25p-50p",-1.5,59.5,2556.51342818016,4223.80479438461,5891.09616058906,2271.50830078125
0,240.99609375,47.87109375,-1.48625421524048,"25p-50p",-1,59.5,2676.91948322428,4422.73653750099,6168.5535917777,2923.11303710938
0,211.11328125,37.8515625,-1.39761090278625,"25p-50p",-0.5,59.5,2344.98927742696,3874.3301105315,5403.67094363604,5542.15576171875
0,208.59375,37.5,-1.35071909427643,"25p-50p",0,59.5,2317.00300517346,3828.09192159094,5339.18083800841,3509.2041015625
0,261.9140625,49.3359375,-1.6667503118515,"25p-50p",0.5,59.5,2909.27062728241,4806.62103637963,6703.97144547686,2086.07080078125
0,414.78515625,74.6484375,-2.18233203887939,"0p-25p",1,59.5,4607.32142517498,7612.09626768041,10616.8711101858,896.195007324219
0,697.67578125,111.73828125,-3.05449914932251,"0p-25p",1.5,59.5,7749.5940400563,12803.6771096582,17857.7601792602,896.797241210938
0,983.02734375,136.875,-4.03164672851562,"0p-25p",2,59.5,10919.2020836503,18040.4208338571,25161.6395840638,1747.54223632812
0,957.71484375,125.91796875,-3.86047101020813,"0p-25p",2.5,59.5,10638.0376740338,17575.8883310123,24513.7389879909,2386.61303710938
0,629.47265625,92.34375,-2.77251100540161,"0p-25p",3,59.5,6992.01215858947,11552.0200881043,16112.0280176192,6933.76318359375
0,424.39453125,76.875,-2.27556276321411,"0p-25p",3.5,59.5,4714.05976586275,7788.44656968628,10862.8333735098,2808.98510742188
0,448.828125,81.97265625,-2.40161895751953,"0p-25p",4,59.5,4985.46152236762,8236.84947173781,11488.237421108,101.55916595459
0,408.10546875,69.90234375,-2.02351641654968,"0p-25p",4.5,59.5,4533.12526152617,7489.51130165194,10445.8973417777,506.223876953125
0,238.59375,46.875,-1.46715712547302,"25p-50p",5.5,59.5,2650.23489805234,4378.64896199952,6107.0630259467,3936.958984375
118.993118286133,40.60546875,6.62109375,-1.80143177509308,"0p-25p",10.5,59.5,451.03457375989,745.187556646776,1039.34053953366,1289.93359375
0,45.99609375,6.03515625,-0.689578533172607,"50p-75p",-4.5,60,0,0,0,6989.720703125
0,154.04296875,22.3828125,-1.07654213905334,"25p-50p",-4,60,1711.06766870816,2826.98136569174,3942.89506267532,9745.0166015625
0,220.60546875,36.4453125,-1.43246495723724,"25p-50p",-3.5,60,2450.42593103317,4048.52979909828,5646.63366716339,11551.2958984375
0,226.9921875,41.8359375,-1.4019216299057,"25p-50p",-3,60,2521.36787697809,4165.73823152902,5810.10858607994,6111.392578125
0,235.72265625,45.3515625,-1.51771223545074,"25p-50p",-2.5,60,2618.34356455417,4325.95893274167,6033.57430092917,3362.85668945312
0,255.46875,51.85546875,-1.63448488712311,"25p-50p",-2,60,2837.67783779671,4688.33729722935,6538.99675666199,4548.109375
0,316.40625,63.80859375,-1.80584979057312,"0p-25p",-1.5,60,3514.55512020694,5806.65628555929,8098.75745091164,7565.6494140625
0,366.15234375,67.5,-1.97574436664581,"0p-25p",-1,60,4067.12128632836,6719.59169045556,9372.06209458275,1648.87475585938
0,304.74609375,53.4375,-1.68658983707428,"25p-50p",-0.5,60,3385.0372555919,5592.67024836923,7800.30324114656,5429.47021484375
0,261.73828125,48.80859375,-1.58314776420593,"25p-50p",0,60,2907.31809666007,4803.39511622099,6699.47213578191,6873.6201171875
0,303.57421875,56.77734375,-1.7694343328476,"0p-25p",0.5,60,3372.02038477632,5571.16411397827,7770.30784318022,5068.78125
0,418.06640625,72.83203125,-2.15380144119263,"0p-25p",1,60,4643.76866345861,7672.3134439751,10700.8582244916,3221.87060546875
0,586.46484375,94.86328125,-2.82333064079285,"0p-25p",1.5,60,6514.29299965764,10762.7449559561,15011.1969122546,4342.6904296875
0,708.6328125,108.92578125,-3.00963020324707,"0p-25p",2,60,7871.30178218198,13004.7594662137,18138.2171502454,3258.66552734375
0,653.0859375,101.07421875,-2.89986062049866,"0p-25p",2.5,60,7254.30210552343,11985.3686960822,16716.435286641,3983.61669921875
0,466.34765625,77.2265625,-2.36780786514282,"0p-25p",3,60,5180.06374106056,8558.36618088266,11936.6686207048,6926.3359375
0,377.6953125,64.86328125,-2.03008437156677,"0p-25p",3.5,60,4195.33746386184,6931.42711420652,9667.51676455119,1933.55725097656
0,446.484375,75.9375,-2.30042767524719,"0p-25p",4,60,4959.42778073646,8193.83720295589,11428.2466251753,60.2644462585449
0,447.01171875,74.1796875,-2.21813941001892,"0p-25p",4.5,60,4965.28537260347,8203.51496343182,11441.7445542602,1071.38525390625
0,40.95703125,5.33203125,-0.645623326301575,"50p-75p",-4.5,60.5,0,0,0,1195.52392578125
0,142.6171875,21.38671875,-1.01538300514221,"50p-75p",-4,60.5,0,0,0,968.650817871094
0,230.859375,40.25390625,-1.49773144721985,"25p-50p",-3.5,60.5,2564.32355066951,4236.70847501919,5909.09339936886,5957.708984375
0,285.87890625,54.84375,-1.67857301235199,"25p-50p",-3,60.5,3175.46563546105,5246.42148467477,7317.3773338885,10203.74609375
0,324.7265625,63.57421875,-1.87006533145905,"0p-25p",-2.5,60.5,3606.97490299757,5959.34983973511,8311.72477647265,7116.71923828125
0,297.0703125,59.1796875,-1.73791027069092,"0p-25p",-2,60.5,3299.77675174985,5451.80506810844,7603.83338446704,2305.39453125
0,367.5,64.5703125,-1.97206902503967,"0p-25p",-1,60.5,4082.09068776628,6744.32374500516,9406.55680224404,3391.69384765625
0,347.8125,58.18359375,-1.86556911468506,"0p-25p",-0.5,60.5,3863.40725806452,6383.02068723703,8902.63411640954,6511.6826171875
0,306.62109375,50.9765625,-1.68445324897766,"25p-50p",0,60.5,3405.86424889683,5627.08006339477,7848.29587789271,5086.89990234375
0,332.34375,57.24609375,-1.81452906131744,"0p-25p",0.5,60.5,3691.58456329884,6099.13971327635,8506.69486325386,3075.912109375
0,410.44921875,72.59765625,-2.18067169189453,"0p-25p",1,60.5,4559.15900315733,7532.52357043386,10505.8881377104,3337.59545898438
0,541.11328125,94.3359375,-2.78096961975098,"0p-25p",1.5,60.5,6010.54009909464,9930.45755502593,13850.3750109572,2108.12646484375
0,616.0546875,109.453125,-2.86584901809692,"0p-25p",2,60.5,6842.96898775106,11305.7748493278,15768.5807109046,2599.86840820312
0,548.90625,102.421875,-2.71797609329224,"0p-25p",2.5,60.5,6097.10229001826,10073.4733487258,14049.8444074334,4310.02978515625
0,440.7421875,80.68359375,-2.24893689155579,"0p-25p",3,60.5,4895.64511374011,8088.45714444018,11281.2691751403,5037.958984375
0,441.62109375,79.27734375,-2.27777910232544,"0p-25p",3.5,60.5,4905.4077668518,8104.5867452334,11303.765723615,743.359130859375
0,560.68359375,102.65625,-2.85447216033936,"0p-25p",4,60.5,6227.92184171485,10289.609999355,14351.2981569951,134.255828857422
0,623.61328125,111.9140625,-3.03228688240051,"0p-25p",4.5,60.5,6926.92780451156,11444.4894161495,15962.0510277875,6658.6728515625
0,405.3515625,71.015625,-2.0817244052887,"0p-25p",5,60.5,4502.53561510955,7438.97188583318,10375.4081565568,6766.189453125
0,14.23828125,1.640625,-0.613455891609192,"50p-75p",-4.5,61,0,0,0,3104.25927734375
0,59.47265625,9.08203125,-0.736801385879517,"50p-75p",-4,61,0,0,0,1209.70227050781
125.765464782715,125.390625,23.0859375,-2.04972672462463,"0p-25p",-3.5,61,1392.80517726719,2301.15637983276,3209.50758239832,6.625
0,205.83984375,41.015625,-1.35781979560852,"25p-50p",-3,61,2286.41335875685,3777.55250577218,5268.69165278752,132.37028503418
0,278.49609375,54.90234375,-1.70679104328156,"25p-50p",-2.5,61,3093.45934932288,5110.93283801172,7128.40632670056,853.883850097656
0,290.33203125,55.13671875,-1.66451406478882,"25p-50p",-2,61,3224.92974456026,5328.14479536042,7431.35984616059,4701.6142578125
0,281.07421875,52.265625,-1.66152822971344,"25p-50p",-1.5,61,3122.09646511716,5158.24633367184,7194.39620222651,7299.0234375
0,306.5625,57.421875,-1.73373222351074,"0p-25p",-1,61,3405.21340535606,5626.00475667522,7846.79610799439,3183.2294921875
0,287.75390625,51.97265625,-1.68788421154022,"25p-50p",-0.5,61,3196.29262876598,5280.83129970031,7365.36997063464,2545.84448242188
0,273.3984375,44.0625,-1.55751204490662,"25p-50p",0,61,3036.83596127511,5017.38115341105,6997.92634554698,2005.58142089844
0,323.02734375,50.7421875,-1.74081885814667,"0p-25p",0.5,61,3588.10044031497,5928.16594486822,8268.23144942146,1751.56909179688
0,452.109375,76.69921875,-2.26220369338989,"0p-25p",1,61,5021.90876065125,8297.0666480325,11572.2245354137,2233.71142578125
0,661.9921875,116.07421875,-3.09524440765381,"0p-25p",1.5,61,7353.23032372185,12148.8153174535,16944.4003111851,7585.083984375
0,783.10546875,142.96875,-3.61680626869202,"0p-25p",2,61,8698.52392251217,14371.4743067592,20044.4246910063,3956.76489257812
0,651.796875,123.8671875,-3.08872699737549,"0p-25p",2.5,61,7239.98354762629,11961.7119482521,16683.440348878,2524.880859375
0,457.5,85.546875,-2.39371132850647,"0p-25p",3,61,5081.78636640292,8395.99486623091,11710.2033660589,298.413055419922
0,450.05859375,84.375,-2.30748462677002,"0p-25p",3.5,61,4999.12923672398,8259.43091284832,11519.7325889726,18.6097221374512
0,583.59375,110.56640625,-2.877357006073,"0p-25p",4,61,6482.40166615946,10710.0549266982,14937.708187237,1034.23498535156
0,566.71875,103.59375,-2.84383535385132,"0p-25p",4.5,61,6294.95872641509,10400.3665914684,14505.7744565217,3633.25561523438
0,3.22265625,0.234375,-0.542732894420624,"75p-100p",-4.5,61.5,0,0,0,1993.951171875
0,13.53515625,1.69921875,-0.573067545890808,"50p-75p",-4,61.5,0,0,0,1591.09753417969
119.303428649902,35.2734375,6.2109375,-1.5437787771225,"25p-50p",-3.5,61.5,391.807811548996,647.334645167906,902.861478786816,1014.36804199219
125.61937713623,72.24609375,13.9453125,-1.82312619686127,"0p-25p",-3,61.5,802.490085780584,1325.8531852027,1849.21628462482,13.0202779769897
0,123.046875,22.08984375,-0.993976950645447,"50p-75p",-2.5,61.5,0,0,0,11.0016670227051
0,182.51953125,30.703125,-1.22008204460144,"25p-50p",-2,61.5,2027.37762952678,3349.58043139207,4671.78323325736,61.4258346557617
0,227.4609375,41.66015625,-1.40935289859772,"25p-50p",-1.5,61.5,2526.57462530432,4174.3406852854,5822.10674526648,2996.28735351562
0,233.5546875,48.28125,-1.56876981258392,"25p-50p",-1,61.5,2594.26235354534,4286.17258411839,5978.08281469144,4939.138671875
125.99333190918,206.3671875,43.125,-2.30797600746155,"0p-25p",-0.5,61.5,2292.27095062386,3787.23026624811,5282.18958187237,3094.20361328125
125.59651184082,187.8515625,33.75,-2.21363186836243,"0p-25p",0,61.5,2086.60439173768,3447.43334287094,4808.26229400421,2417.76440429688
0,254.47265625,40.01953125,-1.43411731719971,"25p-50p",0.5,61.5,2826.61349760347,4670.05708299704,6513.5006683906,2137.14453125
0,417.1875,67.67578125,-2.18059945106506,"0p-25p",1,61.5,4634.00601034693,7656.18384318188,10678.3616760168,8193.654296875
0,606.328125,105.234375,-2.99276566505432,"0p-25p",1.5,61.5,6734.92895998174,11127.2739338829,15519.618907784,5064.55322265625
