"density","density_freq","bathymetry_prob","reconstruction_log_probability","percentile","longitude","latitude","lower_fishing_effort_estimate","average_fishing_effort_estimate","upper_fishing_effort_estimate","gfw_data"
18.984375,3.1640625,0.948019032005519,-1.1011677980423,"25p-50p",12,56.5,210.873307212416,348.399377133557,485.925447054698,19178.439453125
118.9453125,23.7890625,0,-1.4022216796875,"25p-50p",-2.5,57,1321.2123877815,2182.87264068247,3044.53289358345,3187.05834960938
249.7265625,50.21484375,0.94635042974094,-2.01926422119141,"0p-25p",-2,57,2773.89517080036,4582.95723871365,6392.01930662693,3311.10913085938
248.37890625,47.28515625,0.945190829112333,-1.88551115989685,"0p-25p",-1.5,57,2758.92576936245,4558.22518416404,6357.52459896564,2114.2001953125
150.1171875,23.49609375,0.946198749349826,-1.65201008319855,"0p-25p",-1,57,1667.46115147596,2754.93581548202,3842.41047948808,1597.64892578125
87.1875,11.71875,0.945408307010047,-1.2785450220108,"25p-50p",-0.5,57,968.455188679245,1600.05639868745,2231.65760869565,214.927780151367
102.5390625,14.58984375,0.942884272507619,-1.372798204422,"25p-50p",0,57,1138.97619636336,1881.78675920903,2624.5973220547,141.229446411133
172.3828125,23.02734375,0.942460908357185,-1.5388195514679,"0p-25p",0.5,57,1914.781696972,3163.55236891026,4412.32304084853,635.806396484375
221.71875,35.7421875,0.942081225869171,-1.78685665130615,"0p-25p",1,57,2462.79195830797,4068.96062676969,5675.12929523142,1213.96142578125
231.38671875,48.3984375,0.944360646880871,-1.86218082904816,"0p-25p",1.5,57,2570.18114253652,4246.38623549512,5922.59132845372,626.670837402344
204.66796875,46.171875,0.944831924470605,-1.8170086145401,"0p-25p",2,57,2273.39648794127,3756.04637138122,5238.69625482118,596.16748046875
148.4765625,29.1796875,0.94558479094137,-1.78326797485352,"0p-25p",2.5,57,1649.23753233414,2724.82722733467,3800.4169223352,138.188888549805
114.140625,17.28515625,0.946261810137246,-1.45058250427246,"25p-50p",3,57,1267.84321743761,2094.69748967954,2921.55176192146,632.899719238281
95.7421875,12.12890625,0.946516640145023,-1.39351415634155,"25p-50p",3.5,57,1063.47834563299,1757.05117974146,2450.62401384993,780.793884277344
80.7421875,9.90234375,0.947055171861985,-1.29549992084503,"25p-50p",4,57,896.862399193548,1481.77265953717,2066.68291988079,1195.14978027344
88.41796875,14.12109375,0.946634697898045,-1.39763998985291,"25p-50p",4.5,57,982.122903035606,1622.63783979796,2263.15277656031,1424.63391113281
96.4453125,17.16796875,0.94644714278578,-1.43460202217102,"25p-50p",5,57,1071.28846812234,1769.95486037604,2468.62125262973,4584.30322265625
93.10546875,15.8203125,0.947713584855277,-1.35837876796722,"25p-50p",5.5,57,1034.19038629793,1708.6623773618,2383.13436842567,8099.59228515625
84.140625,14.0625,0.947480911469097,-1.36632025241852,"25p-50p",6,57,934.611324558734,1544.14044927095,2153.66957398317,2780.74145507812
73.06640625,12.5390625,0.947454888038494,-1.29767191410065,"25p-50p",6.5,57,811.601895351491,1340.90747927638,1870.21306320126,4265.78369140625
85.8984375,15.05859375,0.947826100188273,-1.37216770648956,"25p-50p",7,57,954.136630782106,1576.39965085739,2198.66267093268,7911.19677734375
109.86328125,17.34375,0.948013023580391,-1.49492251873016,"0p-25p",7.5,57,1220.33163896074,2016.20009915253,2812.06855934432,17271.44921875
91.5234375,11.66015625,0.948199819053381,-1.29769515991211,"25p-50p",8,57,1016.6176106969,1679.629095934,2342.64058117111,20019.60546875
41.25,5.44921875,0.948646480084676,-1.18098080158234,"25p-50p",10.5,57,458.19385270846,757.015930561804,1055.83800841515,1783.14501953125
62.63671875,9.2578125,0.948728582716097,-1.23471224308014,"25p-50p",11,57,695.751745092818,1149.50288319683,1603.25402130084,6024.4462890625
51.9140625,8.3203125,0.94831327655806,-1.20760178565979,"25p-50p",11.5,57,576.647377130249,952.721753519543,1328.79612990884,21215.51953125
21.62109375,3.1640625,0.947557155974518,-1.10172939300537,"25p-50p",12,57,240.161266547474,396.788179513218,553.415092478962,9458.6337890625
361.40625,71.66015625,0,-2.40474629402161,"0p-25p",-2,57.5,4014.40295952526,6632.49184617217,9250.58073281907,15754.9541015625
400.72265625,77.28515625,0.945464440124392,-2.46930432319641,"0p-25p",-1.5,57.5,4451.11897538801,7354.02265498888,10256.9263345898,3731.76635742188
290.56640625,49.921875,0.944285906880359,-1.95404887199402,"0p-25p",-1,57.5,3227.53311872337,5332.44602223861,7437.35892575386,8334.86328125
203.61328125,32.2265625,0.943341592549163,-1.73405981063843,"0p-25p",-0.5,57.5,2261.68130420724,3736.69085042936,5211.70039665147,9283.396484375
216.73828125,33.1640625,0.94025881383875,-1.77659952640533,"0p-25p",0,57.5,2407.47025734175,3977.55955560811,5547.64885387447,12754.5029296875
322.96875,45.234375,0.940150976707925,-1.97231590747833,"0p-25p",0.5,57.5,3587.44959677419,5927.09063814867,8266.73167952314,9764.4033203125
392.2265625,59.12109375,0.94104065536965,-2.19813895225525,"0p-25p",1,57.5,4356.74666197505,7198.10318065442,10039.4596993338,1607.6416015625
344.00390625,64.51171875,0.943601064775407,-2.28634929656982,"0p-25p",1.5,57.5,3821.10242791388,6313.12575046641,8805.14907301893,149.473327636719
234.55078125,51.09375,0.94386298732188,-2.00981760025024,"0p-25p",2,57.5,2605.32669373859,4304.45279835071,6003.57890296283,96.9574966430664
135,25.3125,0.945540153907102,-1.57412159442902,"0p-25p",2.5,57.5,1499.54351795496,2477.50668183863,3455.4698457223,678.36279296875
95.5078125,10.13671875,0.946327254959245,-1.35159420967102,"25p-50p",3,57.5,1060.87497146987,1752.74995286327,2444.62493425666,2169.2578125
100.4296875,9.4921875,0.946032637383233,-1.32297468185425,"25p-50p",3.5,57.5,1115.54582889531,1843.0757173053,2570.60560571529,2062.59399414062
123.22265625,14.296875,0.946515718928475,-1.40264713764191,"25p-50p",4,57.5,1368.72396625837,2261.37003120948,3154.01609616059,2195.14038085938
162.94921875,22.265625,0.946070812721723,-1.58704650402069,"0p-25p",4.5,57.5,1809.99588690657,2990.42798706303,4170.8600872195,1126.87280273438
180.29296875,26.42578125,0.944959677553952,-1.66362977027893,"0p-25p",5,57.5,2002.64557497718,3308.71877604925,4614.79197712132,3226.23364257812
165.9375,25.78125,0.944879845764746,-1.6382669210434,"0p-25p",5.5,57.5,1843.18890748631,3045.26862975998,4247.34835203366,7353.43798828125
134.296875,22.5,0.942484133797908,-1.50779068470001,"0p-25p",6,57.5,1491.73339546561,2464.60300120405,3437.4726069425,8067.220703125
88.30078125,14.53125,0.939668091955612,-1.35819852352142,"25p-50p",6.5,57.5,980.821215954047,1620.48722635886,2260.15323676367,4989.18310546875
64.6875,9.19921875,0.908883391598063,-1.3118451833725,"25p-50p",7,57.5,718.531269020085,1187.13861838101,1655.74596774194,7716.09033203125
86.77734375,11.19140625,0.864730508635796,-1.31786823272705,"25p-50p",7.5,57.5,963.899283893792,1592.52925165061,2221.15921940743,11251.25
107.98828125,10.25390625,0.931125240440441,-1.34130871295929,"25p-50p",8,57.5,1199.50464565581,1981.79028412699,2764.07592259818,17706.736328125
97.1484375,6.4453125,0.943703395066541,-1.23150706291199,"25p-50p",8.5,57.5,1079.09859061169,1782.85854101061,2486.61849140954,25339.865234375
71.015625,6.09375,0.947919758118968,-1.2271249294281,"25p-50p",9,57.5,788.822371424224,1303.2717440922,1817.72111676017,36144.03125
101.54296875,14.1796875,0.948873221570176,-1.45037317276001,"25p-50p",10.5,57.5,1127.91185617012,1863.50654497671,2599.10123378331,25426.61328125
127.1484375,19.51171875,0.947742332944479,-1.49775266647339,"0p-25p",11,57.5,1412.33048349057,2333.4155814192,3254.50067934783,30514.26953125
79.5703125,13.125,0.946582822819717,-1.39753389358521,"25p-50p",11.5,57.5,883.845528377967,1460.26652514621,2036.68752191445,11142.11328125
14.1796875,1.93359375,0,-0.867314279079437,"75p-100p",-4,58,0,0,0,61.0402793884277
59.12109375,8.02734375,0.947762489315178,-1.25836098194122,"25p-50p",-3.5,58,656.701132646074,1084.98448002395,1513.26782740182,3415.42602539062
121.875,15.52734375,0.947274067979669,-1.45293664932251,"25p-50p",-3,58,1353.75456482045,2236.63797665987,3119.5213884993,4917.2080078125
229.8046875,35.0390625,0.946158752182594,-1.96356558799744,"0p-25p",-2.5,58,2552.60836693548,4217.35295406732,5882.09754119916,3438.541015625
383.7890625,66.73828125,0.945659896744056,-2.31655669212341,"0p-25p",-2,58,4263.02519210286,7043.25901303951,9823.49283397616,8416.9638671875
429.43359375,76.81640625,0.945916448899627,-2.59421229362488,"0p-25p",-1.5,58,4770.03231036975,7880.92294756741,10991.8135847651,5851.32275390625
360.8203125,63.57421875,0.94200976664157,-2.34537243843079,"0p-25p",-1,58,4007.89452411747,6621.73877897669,9235.5830338359,7006.04638671875
298.76953125,53.7890625,0.941205388972493,-2.03983688354492,"0p-25p",-0.5,58,3318.65121443244,5482.98896297534,7647.32671151823,18440.314453125
307.265625,53.49609375,0.937348827337511,-2.04872918128967,"0p-25p",0,58,3413.0235278454,5638.9084373098,7864.79334677419,17631.72265625
424.51171875,65.21484375,0.935354293173943,-2.53664588928223,"0p-25p",0.5,58,4715.36145294431,7790.59718312538,10865.8329133065,15104.3720703125
537.0703125,81.26953125,0.939014447978293,-2.78546571731567,"0p-25p",1,58,5965.63189478089,9856.26139137712,13746.8908879734,16263.7841796875
473.61328125,79.62890625,0.941865179521959,-2.55937814712524,"0p-25p",1.5,58,5260.76834011716,8691.70421410662,12122.6400880961,1619.96142578125
302.28515625,58.125,0.944637224735405,-2.16385984420776,"0p-25p",2,58,3357.70182687918,5547.50736614822,7737.31290541725,1370.81970214844
192.65625,34.1015625,0.946161785017001,-1.71490585803986,"0p-25p",2.5,58,2139.97356208156,3535.60849387388,4931.2434256662,2170.365234375
171.26953125,23.203125,0.945856420054143,-1.49351239204407,"25p-50p",3,58,1902.4156696972,3143.12154123885,4383.8274127805,2578.646484375
191.77734375,27.1875,0.946291006558916,-1.6387140750885,"0p-25p",3.5,58,2130.21090896987,3519.47889308066,4908.74687719144,1708.40588378906
234.31640625,35.625,0.944117135942778,-1.71018981933594,"0p-25p",4,58,2602.72331957547,4300.15157147252,5997.57982336957,3463.72216796875
289.98046875,43.41796875,0.942112871141246,-2.15893244743347,"0p-25p",4.5,58,3221.02468331558,5321.69295504313,7422.36122677069,3719.62158203125
331.69921875,49.5703125,0.922630785139018,-2.18028211593628,"0p-25p",5,58,3684.42528435027,6087.31133936132,8490.19739437237,5485.9189453125
309.609375,47.98828125,0.758533060893765,-2.12112307548523,"0p-25p",5.5,58,3439.05726947657,5681.92070609172,7924.78414270687,3567.763671875
213.75,35.0390625,0.593921955566432,-1.77752411365509,"0p-25p",6,58,2374.27723676202,3922.71891291116,5471.16058906031,2483.6689453125
104.23828125,17.05078125,0.622230449684143,-1.45169925689697,"25p-50p",6.5,58,1157.85065904595,1912.97065407592,2668.09064910589,12751.2744140625
51.85546875,7.79296875,0,-1.10884273052216,"25p-50p",7,58,575.99653358947,951.646446799995,1327.29636001052,9746.287109375
55.4296875,7.44140625,0,-1.04764258861542,"25p-50p",7.5,58,615.697989576993,1017.24015669242,1418.78232380785,1768.9775390625
73.59375,5.9765625,0.945299160810047,-1.2016966342926,"25p-50p",8,58,817.459487218503,1350.58523975231,1883.71099228612,2888.9951171875
83.14453125,4.5703125,0.423947331128452,-1.16827666759491,"25p-50p",8.5,58,923.54698436549,1525.86023503864,2128.17348571178,7422.26318359375
80.21484375,7.5,0.161365720121384,-1.08314275741577,"25p-50p",9,58,891.004807326537,1472.09489906123,2053.18499079593,2215.41918945312
64.74609375,9.31640625,0.331084282834129,-1.14117431640625,"25p-50p",9.5,58,719.182112560864,1188.21392510056,1657.24573764025,14677.2353515625
72.0703125,11.015625,0.930366031876942,-1.29537332057953,"25p-50p",10,58,800.537555158247,1322.62726504406,1844.71697492987,25026.259765625
118.828125,18.45703125,0.936984578397635,-1.49240911006927,"25p-50p",10.5,58,1319.91070069994,2180.72202724338,3041.53335378682,21137.0546875
124.8046875,20.68359375,0.932636192387184,-1.53375244140625,"0p-25p",11,58,1386.2967418594,2290.40331263728,3194.50988341515,13504.513671875
114.609375,19.86328125,0,-1.33834254741669,"25p-50p",-3.5,58.5,1273.04996576385,2103.29994343592,2933.54992110799,2761.39819335938
200.625,31.46484375,0.946988534109374,-1.73548591136932,"0p-25p",-3,58.5,2228.48828362751,3681.85020773241,5135.21213183731,719.881652832031
252.12890625,39.609375,0.94611987885629,-1.88100492954254,"0p-25p",-2.5,58.5,2800.57975597231,4627.04481421512,6453.50987245792,1427.8447265625
291.328125,47.2265625,0.943745079877904,-1.90022921562195,"0p-25p",-2,58.5,3235.9940847535,5346.42500959274,7456.85593443198,6259.49462890625
308.7890625,51.97265625,0.942127009911653,-2.1029999256134,"0p-25p",-1.5,58.5,3429.94545990566,5666.86641201805,7903.78736413043,14706.544921875
294.9609375,52.20703125,0.943426404032749,-2.06115770339966,"0p-25p",-1,58.5,3276.3463842818,5413.09402620472,7549.84166812763,11196.220703125
284.1796875,51.38671875,0.938820727833779,-2.11077761650085,"0p-25p",-0.5,58.5,3156.59117277845,5215.23758980788,7273.88400683731,7882.78955078125
283.59375,50.80078125,0.933000596988054,-1.98274743556976,"0p-25p",0,58.5,3150.08273737066,5204.4845226124,7258.88630785414,2313.33349609375
362.8125,61.9921875,0.930848499737143,-2.21702361106873,"0p-25p",0.5,58.5,4030.02320450396,6658.29920744132,9286.57521037868,6260.2158203125
513.984375,86.484375,0.936904678203311,-2.64992833137512,"0p-25p",1,58.5,5709.19953971394,9432.5905438752,13155.9815480365,6607.4970703125
580.78125,100.6640625,0.938825640673353,-3.04647278785706,"0p-25p",1.5,58.5,6451.16117620207,10658.4402041599,14865.7192321178,2030.6875
562.8515625,94.921875,0.945238420301286,-2.83092260360718,"0p-25p",2,58.5,6252.00305272368,10329.3963479782,14406.7896432328,1347.0888671875
506.19140625,76.875,0.945353298318748,-2.60604095458984,"0p-25p",2.5,58.5,5622.63734879032,9289.57475017532,12956.5121515603,2146.19018554688
411.50390625,62.75390625,0.94400215529282,-2.36193943023682,"0p-25p",3,58.5,4570.87418689136,7551.87909138572,10532.8839958801,2443.8544921875
365.21484375,64.51171875,0.942140577520062,-2.22647190093994,"0p-25p",3.5,58.5,4056.7077896759,6702.38678294279,9348.06577620968,5488.44384765625
383.7890625,71.484375,0.810654619193413,-2.43217158317566,"0p-25p",4,58.5,4263.02519210286,7043.25901303951,9823.49283397616,349.48583984375
432.65625,74.70703125,0.693612312347545,-2.52161121368408,"0p-25p",4.5,58.5,4805.8287051126,7940.06481714255,11074.3009291725,22.3041687011719
460.37109375,75.1171875,0.676299868172301,-2.663898229599,"0p-25p",5,58.5,5113.6776999011,8448.68489548877,11783.6920910764,2823.17211914062
357.7734375,57.890625,0.643463815395184,-2.34448504447937,"0p-25p",5.5,58.5,3974.05065999696,6565.82282956019,9157.59499912342,5301.36572265625
194.58984375,31.9921875,0,-1.6358562707901,"0p-25p",6,58.5,2161.45139892727,3571.09361561896,4980.73583231066,423.916137695312
29.47265625,1.171875,0,-0.826513648033142,"75p-100p",8.5,58.5,0,0,0,47.7416687011719
39.78515625,3.515625,0.936952097540052,-1.17151188850403,"25p-50p",9,58.5,441.922764188984,730.133262573103,1018.34376095722,2047.71118164062
51.73828125,6.26953125,0.17592773504859,-1.05196630954742,"25p-50p",9.5,58.5,574.694846507912,949.495833360899,1324.29682021388,5016.291015625
63.6328125,9.140625,0.244934765912184,-1.10049521923065,"25p-50p",10,58.5,706.816085286062,1167.78309742915,1628.75010957223,11248.6904296875
81.796875,14.296875,0.613663335916271,-1.30672931671143,"25p-50p",10.5,58.5,908.577582927571,1501.12818048903,2093.67877805049,31276.751953125
66.62109375,12.65625,0.947088975648057,-1.31794595718384,"25p-50p",11,58.5,740.009105865794,1222.6237401261,1705.2383743864,11690.517578125
13.4765625,3.33984375,0.94619148447676,-1.12925124168396,"25p-50p",-4.5,59,149.694014379184,247.320545496044,344.947076612903,343.98388671875
57.71484375,12.83203125,0.945775293104467,-1.2929722070694,"25p-50p",-4,59,641.080887667377,1059.1771187548,1477.27334984222,2015.97412109375
132.48046875,24.90234375,0.945225860957785,-1.53023791313171,"0p-25p",-3.5,59,1471.55724570146,2431.26849289807,3390.97974009467,1417.73107910156
202.44140625,35.68359375,0,-1.66996645927429,"0p-25p",-3,59,2248.66443339166,3715.1847160384,5181.70499868513,3050.86840820312
214.04296875,38.5546875,0.946036028022881,-1.82551193237305,"0p-25p",-2.5,59,2377.53145446592,3928.0954465089,5478.65943855189,315.369995117188
189.609375,34.8046875,0.945296994254445,-1.72386932373047,"0p-25p",-2,59,2106.12969796105,3479.69254445738,4853.25539095372,10664.4775390625
186.15234375,34.921875,0.942778794735356,-1.68529736995697,"0p-25p",-1.5,59,2067.72992905508,3416.24944800405,4764.76896695302,2724.41918945312
196.875,36.796875,0.9398284390221,-1.79542565345764,"0p-25p",-1,59,2186.83429701765,3613.03057768134,5039.22685834502,4096.22314453125
211.69921875,35.91796875,0.937708231107056,-1.70488393306732,"0p-25p",-0.5,59,2351.49771283475,3885.08317772698,5418.66864261921,4256.91845703125
219.2578125,36.2109375,0.935652028840558,-1.84499847888947,"0p-25p",0,59,2435.45652959525,4023.79774454868,5612.1389595021,1994.998046875
263.0859375,48.10546875,0.934541573571691,-1.9286071062088,"0p-25p",0.5,59,2922.28749809799,4828.12717077059,6733.9668434432,2271.95874023438
417.59765625,78.6328125,0.940296989811076,-2.44725513458252,"0p-25p",1,59,4638.56191513238,7663.71099021871,10688.860065305,1245.96081542969
667.32421875,115.078125,0.940924353666514,-3.14667534828186,"0p-25p",1.5,59,7412.45708593275,12246.6682289324,17080.879371932,1000.89556884766
918.046875,134.765625,0.9413059491136,-3.4857063293457,"0p-25p",2,59,10197.4165969264,16847.9056818783,23498.3947668303,2606.02124023438
922.03125,122.2265625,0.941652208419519,-3.24976348876953,"0p-25p",2.5,59,10241.6739576993,16921.0265388076,23600.3791199158,1960.22863769531
653.61328125,95.21484375,0.936534146211077,-2.90710115432739,"0p-25p",3,59,7260.15969739044,11995.0464565581,16729.9332157258,5643.56689453125
473.96484375,88.359375,0.881375164384583,-2.54391694068909,"0p-25p",3.5,59,5264.67340136184,8698.15605442391,12131.638707486,3533.50659179688
474.7265625,93.69140625,0.674978450106913,-2.78836131095886,"0p-25p",4,59,5273.13436739196,8712.13504177803,12151.1357161641,494.837493896484
493.76953125,90.234375,0.777269762764597,-2.78752303123474,"0p-25p",4.5,59,5484.65851814516,9061.60972563114,12638.5609331171,2339.65795898438
443.96484375,78.046875,0.826538830843049,-2.68495988845825,"0p-25p",5,59,4931.44150848296,8147.59901401532,11363.7565195477,16415.73046875
29.6484375,2.2265625,0,-0.819425463676453,"75p-100p",9.5,59,0,0,0,377.154449462891
51.97265625,6.50390625,0.948493161426418,-1.24086165428162,"25p-50p",10,59,577.298220671029,953.797060239091,1330.29589980715,1266.46447753906
59.0625,10.078125,0.944599792862388,-1.24738955497742,"25p-50p",10.5,59,656.050289105295,1083.9091733044,1511.76805750351,14493.701171875
26.54296875,4.39453125,0.943959518836401,-1.12493944168091,"25p-50p",-4.5,59.5,294.832123972915,487.113943955252,679.395763937588,250.52278137207
95.15625,15.9375,0.934975631814014,-1.40767049789429,"25p-50p",-4,59.5,1056.9699102252,1746.29811254598,2435.62631486676,3249.80395507812
150,25.78125,0.937726564050219,-1.51438009738922,"0p-25p",-3.5,59.5,1666.1594643944,2752.78520204292,3839.41093969144,1331.22448730469
174.2578125,31.640625,0.945695409759078,-1.67210698127747,"0p-25p",-3,59.5,1935.60869027693,3197.9621839358,4460.31567759467,354.694732666016
182.40234375,35.09765625,0.945551575214983,-1.64067494869232,"0p-25p",-2.5,59.5,2026.07594244522,3347.42981795298,4668.78369346073,926.125
189.08203125,38.61328125,0.944144529482538,-1.79132509231567,"0p-25p",-2,59.5,2100.27210609404,3470.01478398145,4839.75746186886,10471.8271484375
230.15625,48.33984375,0.945379822712193,-1.99185657501221,"0p-25p",-1.5,59.5,2556.51342818016,4223.80479438461,5891.09616058906,2271.50830078125
240.99609375,47.87109375,0.939911496963433,-1.98792505264282,"0p-25p",-1,59.5,2676.91948322428,4422.73653750099,6168.5535917777,2923.11303710938
211.11328125,37.8515625,0.939296424198533,-1.82235431671143,"0p-25p",-0.5,59.5,2344.98927742696,3874.3301105315,5403.67094363605,5542.15576171875
208.59375,37.5,0.93824336371065,-1.80513286590576,"0p-25p",0,59.5,2317.00300517346,3828.09192159094,5339.18083800841,3509.2041015625
261.9140625,49.3359375,0.939488773401135,-1.96869552135468,"0p-25p",0.5,59.5,2909.27062728241,4806.62103637963,6703.97144547686,2086.07080078125
414.78515625,74.6484375,0.941136559317851,-2.39190721511841,"0p-25p",1,59.5,4607.32142517498,7612.09626768041,10616.8711101858,896.195007324219
697.67578125,111.73828125,0.940937149612779,-3.18263816833496,"0p-25p",1.5,59.5,7749.5940400563,12803.6771096582,17857.7601792602,896.797241210938
983.02734375,136.875,0.940582119259214,-3.58370304107666,"0p-25p",2,59.5,10919.2020836503,18040.4208338571,25161.6395840638,1747.54223632812
957.71484375,125.91796875,0.940381044698193,-3.48059225082397,"0p-25p",2.5,59.5,10638.0376740338,17575.8883310123,24513.7389879909,2386.61303710938
629.47265625,92.34375,0.940080199234996,-2.8740758895874,"0p-25p",3,59.5,6992.01215858947,11552.0200881043,16112.0280176192,6933.76318359375
424.39453125,76.875,0.823884081327892,-2.53397583961487,"0p-25p",3.5,59.5,4714.05976586275,7788.44656968628,10862.8333735098,2808.98510742188
448.828125,81.97265625,0.711656017778174,-2.5750527381897,"0p-25p",4,59.5,4985.46152236762,8236.84947173781,11488.237421108,101.55916595459
408.10546875,69.90234375,0.750538640047808,-2.58057236671448,"0p-25p",4.5,59.5,4533.12526152617,7489.51130165194,10445.8973417777,506.223876953125
238.59375,46.875,0,-1.87015295028687,"0p-25p",5.5,59.5,2650.23489805234,4378.64896199952,6107.0630259467,3936.958984375
40.60546875,6.62109375,0,-0.831393241882324,"75p-100p",10.5,59.5,0,0,0,1289.93359375
45.99609375,6.03515625,0.683241945257745,-1.16395664215088,"25p-50p",-4.5,60,510.912179511564,844.115774845193,1177.31937017882,6989.720703125
154.04296875,22.3828125,0.933698120217433,-1.58059120178223,"0p-25p",-4,60,1711.06766870816,2826.98136569174,3942.89506267532,9745.0166015625
220.60546875,36.4453125,0.938419212510544,-1.7367525100708,"0p-25p",-3.5,60,2450.42593103317,4048.52979909828,5646.63366716339,11551.2958984375
226.9921875,41.8359375,0.941536232067092,-2.01473045349121,"0p-25p",-3,60,2521.36787697809,4165.73823152902,5810.10858607994,6111.392578125
235.72265625,45.3515625,0.94301937794789,-1.82541954517365,"0p-25p",-2.5,60,2618.34356455417,4325.95893274167,6033.57430092917,3362.85668945312
255.46875,51.85546875,0.945668731354692,-2.00675916671753,"0p-25p",-2,60,2837.67783779671,4688.33729722935,6538.99675666199,4548.109375
316.40625,63.80859375,0.942710482341637,-2.28968477249146,"0p-25p",-1.5,60,3514.55512020694,5806.65628555929,8098.75745091164,7565.6494140625
366.15234375,67.5,0.944688815039257,-2.35872220993042,"0p-25p",-1,60,4067.12128632836,6719.59169045556,9372.06209458275,1648.87475585938
304.74609375,53.4375,0.940677832897299,-2.15296363830566,"0p-25p",-0.5,60,3385.0372555919,5592.67024836923,7800.30324114656,5429.47021484375
261.73828125,48.80859375,0.939884627713692,-1.98211777210236,"0p-25p",0,60,2907.31809666007,4803.39511622099,6699.47213578191,6873.6201171875
303.57421875,56.77734375,0.940717376950058,-2.26614332199097,"0p-25p",0.5,60,3372.02038477632,5571.16411397827,7770.30784318022,5068.78125
418.06640625,72.83203125,0.941311428880707,-2.45188999176025,"0p-25p",1,60,4643.76866345861,7672.3134439751,10700.8582244916,3221.87060546875
586.46484375,94.86328125,0.943424187593344,-2.9054708480835,"0p-25p",1.5,60,6514.29299965764,10762.7449559561,15011.1969122546,4342.6904296875
708.6328125,108.92578125,0.943663532280849,-3.0493106842041,"0p-25p",2,60,7871.30178218198,13004.7594662137,18138.2171502454,3258.66552734375
653.0859375,101.07421875,0.94244589760196,-2.93715190887451,"0p-25p",2.5,60,7254.30210552343,11985.3686960822,16716.435286641,3983.61669921875
466.34765625,77.2265625,0.940001650115951,-2.60119652748108,"0p-25p",3,60,5180.06374106056,8558.36618088266,11936.6686207048,6926.3359375
377.6953125,64.86328125,0.687720856832892,-2.24801969528198,"0p-25p",3.5,60,4195.33746386184,6931.42711420651,9667.51676455119,1933.55725097656
446.484375,75.9375,0.683659582279386,-2.53559517860413,"0p-25p",4,60,4959.42778073646,8193.83720295589,11428.2466251753,60.2644462585449
447.01171875,74.1796875,0.711656017778174,-2.45399618148804,"0p-25p",4.5,60,4965.28537260347,8203.51496343182,11441.7445542602,1071.38525390625
40.95703125,5.33203125,0.131036408136391,-0.969472169876099,"50p-75p",-4.5,60.5,0,0,0,1195.52392578125
142.6171875,21.38671875,0.282271277492165,-1.42560267448425,"25p-50p",-4,60.5,1584.15317825624,2617.29655537987,3650.43993250351,968.650817871094
230.859375,40.25390625,0.495977195983104,-1.80024027824402,"0p-25p",-3.5,60.5,2564.32355066951,4236.70847501919,5909.09339936886,5957.708984375
285.87890625,54.84375,0.915192579845986,-2.08945989608765,"0p-25p",-3,60.5,3175.46563546105,5246.42148467477,7317.3773338885,10203.74609375
324.7265625,63.57421875,0.938252057882345,-2.23910188674927,"0p-25p",-2.5,60.5,3606.97490299757,5959.34983973511,8311.72477647265,7116.71923828125
297.0703125,59.1796875,0.942145455304986,-2.26172399520874,"0p-25p",-2,60.5,3299.77675174985,5451.80506810844,7603.83338446704,2305.39453125
367.5,64.5703125,0.945311212836262,-2.39949655532837,"0p-25p",-1,60.5,4082.09068776628,6744.32374500516,9406.55680224404,3391.69384765625
347.8125,58.18359375,0.944174890827329,-2.18491792678833,"0p-25p",-0.5,60.5,3863.40725806452,6383.02068723703,8902.63411640954,6511.6826171875
306.62109375,50.9765625,0.940801083304829,-2.1165292263031,"0p-25p",0,60.5,3405.86424889683,5627.08006339477,7848.29587789271,5086.89990234375
332.34375,57.24609375,0.938636292984628,-2.21279358863831,"0p-25p",0.5,60.5,3691.58456329884,6099.13971327635,8506.69486325386,3075.912109375
410.44921875,72.59765625,0.937268741489982,-2.5522632598877,"0p-25p",1,60.5,4559.15900315733,7532.52357043386,10505.8881377104,3337.59545898438
541.11328125,94.3359375,0.937370649870785,-2.75787448883057,"0p-25p",1.5,60.5,6010.54009909464,9930.45755502593,13850.3750109572,2108.12646484375
616.0546875,109.453125,0.942247093148512,-2.87328004837036,"0p-25p",2,60.5,6842.96898775106,11305.7748493278,15768.5807109046,2599.86840820312
548.90625,102.421875,0.943750111917823,-3.06203174591064,"0p-25p",2.5,60.5,6097.10229001826,10073.4733487258,14049.8444074334,4310.02978515625
440.7421875,80.68359375,0.941239263315341,-2.607741355896,"0p-25p",3,60.5,4895.64511374011,8088.45714444018,11281.2691751403,5037.958984375
441.62109375,79.27734375,0.635004336225023,-2.34551215171814,"0p-25p",3.5,60.5,4905.40776685179,8104.5867452334,11303.765723615,743.359130859375
560.68359375,102.65625,0.660042139293295,-2.91680407524109,"0p-25p",4,60.5,6227.92184171485,10289.609999355,14351.2981569951,134.255828857422
623.61328125,111.9140625,0.671065880276192,-3.14112210273743,"0p-25p",4.5,60.5,6926.92780451156,11444.4894161495,15962.0510277875,6658.6728515625
405.3515625,71.015625,0.94662621503777,-2.41308927536011,"0p-25p",5,60.5,4502.53561510956,7438.97188583318,10375.4081565568,6766.189453125
14.23828125,1.640625,0.14133478936212,-0.975560009479523,"50p-75p",-4.5,61,0,0,0,3104.25927734375
